role,tier,champion,opponent,winrate
mid,master_plus,Yone,Ahri,41.82
mid,master_plus,Yone,Akali,34.25
mid,master_plus,Yone,Aurora,47.06
mid,master_plus,Yone,Galio,50.0
mid,master_plus,Yone,Hwei,61.9
mid,master_plus,Yone,Kassadin,51.11
mid,master_plus,Yone,Katarina,41.94
mid,master_plus,Yone,LeBlanc,47.5
mid,master_plus,Yone,Mel,43.24
mid,master_plus,Yone,Orianna,47.83
mid,master_plus,Yone,Others,50.0
mid,master_plus,Yone,Ryze,46.67
mid,master_plus,Yone,Sylas,49.25
mid,master_plus,Yone,Syndra,42.19
mid,master_plus,Yone,Taliyah,50.0
mid,master_plus,Yone,Twisted Fate,51.28
mid,master_plus,Yone,Vex,40.0
mid,master_plus,Yone,Viktor,54.55
mid,master_plus,Yone,Vladimir,53.66
mid,master_plus,Yone,Yasuo,45.33
mid,master_plus,Yone,Zed,60.42
mid,master_plus,Yone,Zoe,45.1
mid,master_plus,Zed,Ahri,50.0
mid,master_plus,Zed,Akali,48.57
mid,master_plus,Zed,Aurora,46.3
mid,master_plus,Zed,Diana,53.33
mid,master_plus,Zed,Galio,51.52
mid,master_plus,Zed,Hwei,40.91
mid,master_plus,Zed,Katarina,51.56
mid,master_plus,Zed,LeBlanc,60.0
mid,master_plus,Zed,Lissandra,48.39
mid,master_plus,Zed,Malzahar,54.29
mid,master_plus,Zed,Orianna,46.84
mid,master_plus,Zed,Others,50.0
mid,master_plus,Zed,Ryze,57.38
mid,master_plus,Zed,Sylas,35.71
mid,master_plus,Zed,Syndra,52.38
mid,master_plus,Zed,Taliyah,54.84
mid,master_plus,Zed,Twisted Fate,57.14
mid,master_plus,Zed,Vladimir,53.85
mid,master_plus,Zed,Yasuo,45.76
mid,master_plus,Zed,Yone,39.58
mid,master_plus,Zed,Zoe,48.89
mid,master_plus,Ziggs,Others,50.0
mid,master_plus,Zoe,Ahri,59.21
mid,master_plus,Zoe,Akali,52.31
mid,master_plus,Zoe,Akshan,46.67
mid,master_plus,Zoe,Aurora,51.02
mid,master_plus,Zoe,Ekko,40.0
mid,master_plus,Zoe,Fizz,46.67
mid,master_plus,Zoe,Galio,54.76
mid,master_plus,Zoe,Hwei,55.32
mid,master_plus,Zoe,Kassadin,50.0
mid,master_plus,Zoe,Katarina,45.0
mid,master_plus,Zoe,LeBlanc,50.0
mid,master_plus,Zoe,Lux,63.33
mid,master_plus,Zoe,Malzahar,48.89
mid,master_plus,Zoe,Mel,52.24
mid,master_plus,Zoe,Morgana,50.0
mid,master_plus,Zoe,Orianna,56.62
mid,master_plus,Zoe,Others,50.0
mid,master_plus,Zoe,Qiyana,43.33
mid,master_plus,Zoe,Ryze,52.27
mid,master_plus,Zoe,Sylas,62.96
mid,master_plus,Zoe,Syndra,61.63
mid,master_plus,Zoe,Taliyah,62.5
mid,master_plus,Zoe,Twisted Fate,38.78
mid,master_plus,Zoe,Viktor,50.0
mid,master_plus,Zoe,Vladimir,66.67
mid,master_plus,Zoe,Xerath,43.75
mid,master_plus,Zoe,Yasuo,53.62
mid,master_plus,Zoe,Yone,54.9
mid,master_plus,Zoe,Zed,51.11
